| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |

点金投要素表

| 点金投要素表——资讯+选股+择时+诊股+数据大集合 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 1 | 产品名称 | 点金投（服务包） |

| 点金投要素表——资讯+选股+择时+诊股+数据大集合 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 2 | 产品代码 | ZT0020 |
| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 22 | 生效时间 | 签约当日生效 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 23 | 解约时间 | 首次签约可在5个交易日内解约，非首次签约不可解约 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 24 | 风险提示 | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | !!! | 创收&提成 | 员工销售主力密码，计入60%业绩创收，提成为创收的50%。例：主力密码年度产品为899元，创收为539元，业绩提成为270元。 |
| |              | 严禁向客户发送 | |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 相关业务咨询个金部：盛棋、陈凯旋。企业微信扫码加入“智能投顾销售业务答疑群”了解活动通知、使用方法、操作疑问等。扫码>>> | !!! | 创收&提成 | 员工销售主力密码，计入60%业绩创收，提成为创收的50%。例：主力密码年度产品为899元，创收为539元，业绩提成为270元。 |
| |              | 严禁向客户发送 | |

特灵回转交易要素表
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| 盘中宝 | 有 | 无 | 有 | 有 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 客户适当性要求 |
| |              | |              | |                       | |                       | 稳健型、积极型、激进型，且投资品种包含权益类容户 |
| |              | |              | |                       | |                       | 注意事项: |
| |              | |              | |                       | |                       | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| |                                                                                                                                                                            | |                        | |                                                                                                                                                                                                          | 1、短信 | | |
| |                                                                                                                                                                            | |                        | |                                                                                                                                                                                                          | 2、APP推送 | | |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| 点金投收费范围 | 有 | 有 | 智投策略宝收费范围（同花顺） | 有 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 客户适当性要求 |
| |              | |                              | |                       | |                       | 稳健型、积极型、激进型，且投资品种包含权益类容户 |
| |              | |                              | |                       | |                       | 注意事项: |
| |              | |                              | |                       | |                       | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| |                                                                                                                                                    | |                  | |                                                                       | 2、APP推送 | 先体验后付费： | 2、智能算法计算的是综合的获胜概率，并不是100%盈利。切勿盲目重仓单一个股，以免出现单只个股造成大幅回撤的情况。 |
| |                                                                                                                                                    | |                  | |                                                                       | 3、微信服务号消息提醒 | 免费签约体验产品，购买推荐标的时佣金提升至3‰，卖出不收。 | |
| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 6 | 产品特点 | 高速交易执行：T0策略通过使用人工智能和机器学习算法，实现快速的交易执行。它可以在秒级别进行交易，帮助投资者迅速捕捉市场机会。 |
| |              | |                                                                                                                                                                                                |
| |              | | 自动化决策：T0策略利用先进的算法和数据分析技术，程序化交易决策。它不需要投资者持续盯盘，而是依靠程序执行交易，减少了人为情绪和错误的干扰。 |
| |              | |                                                                                                                                                                                                |
| |              | | 高频交易：T0策略通常采用高频交易策略，即进行频繁的买卖交易。这种策略旨在捕捉短期价格波动和差价机会，从而实现快速的利润。 |
| |              | |                                                                                                                                                                                                |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| 场外基金 | 不收费 | 有 | 场外基金 | 不收费 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 客户适当性要求 |
| |              | |              | |                       | |                       | 稳健型、积极型、激进型，且投资品种包含权益类容户 |
| |              | |              | |                       | |                       | 注意事项: |
| |              | |              | |                       | |                       | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |

智投策略宝要素表

| 智投策略宝要素表——点金投精简版，2款AI选股工具+1款内参资讯（相关数据更新至2024.8.27） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 1 | 产品名称 | 智投策略宝（同花顺平台） |

| 智投策略宝要素表——点金投精简版，2款AI选股工具+1款内参资讯（相关数据更新至2024.8.27） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 2 | 产品代码 | ZT0044 |
| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 15 | 温馨提示 | 1、股票池更新为每周一开盘前 |
| |              | | 2、个股买卖点仅供参考，需要设置好止盈止损。 |

| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 16 | 风险等级 | 中等风险，稳健型、积极型、激进型的投资者可订阅。 |

| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 17 | 销售客户适当性要求 | 风险承受能力为中风险及以上，投资品种包含权益类 |

| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 18 | 账户要求 | 中信建投证券资金账户 |

| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 19 | 投资范围 | 上证、深证市场股票。不含ST、创业板、科创板及北交所股票。 |

| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 20 | 付费方式 | 资金账户可用资金 |

| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 21 | 签约途径 | 蜻蜓点金APP—首页AI选股—北上资金策略 |
| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 16 | 注意事项 | 九转序列适用于震荡行情，不适用于单边上涨/下跌行情。 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 16 | 风险等级 | 中等风险，3级 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 17 | 销售客户适当性要求 | 风险承受能力为中等及以上 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 18 | 服务范围 | 股票类，仅限上证、深证市场股票。不含ST、创业板、科创板及北交所股票 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 19 | 账户要求 | 中信建投证券资金账户 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 20 | 付费方式 | 资金账户可用资金 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 21 | 签约途径 | 蜻蜓点金APP首页更多—决策—神奇九转 |
| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 1 | 产品名称 | 特灵回转交易 |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 2 | 产品代码 | - |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 3 | 产品类型 | 智能决策工具-程序化交易类 |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 4 | 产品简介 | 程序化交易，基于用户持仓，并判断短期量价信息，交易下单，高抛低吸，赚取日内波动价差收益，降低长期持仓成本。 |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 5 | 风格标签 | 【高抛低吸】、【AI机器学习】、【短线】 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| |                                                                                                                                                                                                    | |                                    | |                                              | 4、诊股：个股评分、风险诊断 | 只要产生交易就会扣8.8元，与跟盘无关，不交易不收费，买卖双向收费。 | （1）当客户交易创业板、科创板、ETF和新三板个股及可转债不扣费。 |
| |                                                                                                                                                                                                    | |                                    | |                                              | |                                                                                                        | （2）相当于整体提升佣金，签约后之前持仓卖出且是主板股票会收8.8元 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| 智慧研报 | 盘中实时 | 有 | 盘中实时 | 有 | 09:35:00 | 有 | 盘中实时 | 客户适当性要求 |
| |              | |              | |              | |              | 稳健型、积极型、激进型，且投资品种包含权益类容户 |
| |              | |              | |              | |              | 注意事项: |
| |              | |              | |              | |              | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| 北上资金策略 | 每周第一个交易日 9:00 | 有 | 每周第一个交易日09:25 | 有(持仓/自选股提醒） | 09:15:00 | 有 | 每周第一个交易日09:25 | 客户适当性要求 |
| |                       | |                       | |              | |                       | 稳健型、积极型、激进型，且投资品种包含权益类容户 |
| |                       | |                       | |              | |                       | 注意事项: |
| |                       | |                       | |              | |                       | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| |                                                                                                                                                | |                        | |                                                                  | 热点追踪：每天挑选一个当前最热的主题，为你抽丝剥茧，讲清前因后果。每周一至周四 15:30一篇。 | | |
| |                                                                                                                                                | |                        | |                                                                  | |              | |
| |                                                                                                                                                | |                        | |                                                                  | 一周回顾：每周五 15:30 左右总结精选一周回顾，辅助复盘。 | | |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| 盘中宝 | 盘中实时 | 有 | 盘中实时 | 有(持仓/自选股提醒） | 09:15:00 | 有 | 盘中实时 | 客户适当性要求 |
| |              | |              | |              | |              | 稳健型、积极型、激进型，且投资品种包含权益类容户 |
| |              | |              | |              | |              | 注意事项: |
| |              | |              | |              | |              | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |
| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 14 | 风险等级 | 中等风险，稳健型、积极型、激进型的投资者可订阅。 |

| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 15 | 销售客户适当性要求 | 风险承受能力为中等及以上，投资品种为权益类 |

| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 16 | 服务范围 | 内容涉及上证、深证市场股票，包括主板、创业板、科创板及北交所股票 |

| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 17 | 账户要求 | 中信建投证券资金账户 |

| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 18 | 付费方式 | 资金账户可用资金 |

| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 19 | 签约途径 | 蜻蜓点金APP—首页AI选股—智慧研报 |

| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 20 | 可签约时间 | 现金签约：交易日9:00—16:00；后端签约：7*24小时签约 |
| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 8 | 选股理念 | 基金池中债券基金占比高达90%，提供一定的稳定性，同时有10%的ETF基金可以根据市场的行情进行灵活调整，涉及因子包括： |
| |              | |                                                                                                                           |
| |              | | 盈利因子：指数ROE的同比、环比提升，营业利润TTM环比增长率，归母净利润TTM环比增长率 |
| |              | |                                                                                                                           |
| |              | | 一致预期因子：一致预期净利润、一致预期ROE。基本面因子由于数据更新频率较低滞后较为明显，分析师预期数据可以作为有效的补充。 |

| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 9 | 目标客户画像 | 【上班族】、【风险承受能力低】、【理财投资者】 |

| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 10 | 服务内容 | 签约客户可查看ETF/LOF组合调仓信息 |

| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 11 | 服务频次 | 每月更新一次股票池 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| 主力密码 | 有 | 有 | 有 | 有 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 客户适当性要求 |
| |              | |              | |                       | |                       | 稳健型、积极型、激进型，且投资品种包含权益类容户 |
| |              | |              | |                       | |                       | 注意事项: |
| |              | |              | |                       | |                       | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| |                                                                                                                                                                                         | |                  | 4、不追高，不追热门股票，选择低位有上涨潜力的股票 | | 服务方式： | 1888元/年 | 注意事项： |
| |                                                                                                                                                                                         | |                  | 5、回测数据：2013年以来，收益263%，年化16%，近期净值突破新高 | | 1、短信 | | （1）筹码掘金无统一卖出提示，需要结合行情在20日内自行决策卖出。 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| 神奇九转 | 00:00:00 | 有(持仓/自选股提醒） | 09:25:00 | 有(持仓/自选股提醒） | 09:25:00 | 有(持仓/自选股提醒） | 09:25:00 | 客户适当性要求 |
| |              | |              | |              | |              | 稳健型、积极型、激进型，且投资品种包含权益类容户 |
| |              | |              | |              | |              | 注意事项: |
| |              | |              | |              | |              | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |
| level2白银版产品要素表——比普通版更细节（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 8 | 如何使用 | 观察买卖强度：十档行情看的更高更远。总买/总卖的比值越大，说明买方力量越强。比值越小，卖方力量增强。 |
| |              | | 观察支撑压力：如果买方主力集中在买1价格，而卖方主力集中在卖9价，远离现价，表明股价尚未到达真实阻力位置，短期抛压较小。 |
| |              | | 查看主力真实意图：当大单委托在前，表明资金争前恐后全力进攻，股价上涨概率更大。反之如果委托大单在小单之后，一有风吹草动就脚底抹油，只是虚张声势，股价上涨基础不够牢固。 |
| |              | | 查看主力成交数据：当股价拉升时，看似有很多大单买入成交，但通过名字可以看到都是小单买入，空头主力大单却蜂拥而出，通过明细可查看每一笔主力真实成交的数据。 |
| |              | | 查看主力成本：K线无法反应持仓价格，但是通过分价成交数据可以准确把握主力成本。 |

| level2白银版产品要素表——比普通版更细节（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 9 | 目标客户画像 | 【经常看盘】、【短线操作】 |

| level2白银版产品要素表——比普通版更细节（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 10 | 服务内容 | 查看千档行情、委托队列、逐笔明细、逐笔委托、分价数据四大特色功能 |

| level2白银版产品要素表——比普通版更细节（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 11 | 服务频次 | 实时更新 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| |                                                                                                                                                | |                        | |                                                                  | 热点追踪：每天挑选一个当前最热的主题，为你抽丝剥茧，讲清前因后果。每周一至周四 15:30一篇。 | | |
| |                                                                                                                                                | |                        | |                                                                  | |              | |
| |                                                                                                                                                | |                        | |                                                                  | 一周回顾：每周五 15:30 左右总结精选一周回顾，辅助复盘。 | | |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| 短线宝 | 短线宝是智能选股产品，通过财务因子过滤优秀公司，每个交易日精选3只有上涨潜力的个股。 | 【短线】 | 【偏好短线交易】 | 1、AI机器学习挖掘市场规律：在中证1000内选股，AI机器学习通过量价、北向资金、行业、分析师数据等30+有效因子寻找股市规律。 | 选股风格偏向动量价值型。入选股票的PB较低，波动性高于平均，且在近期已经取得一定涨幅。低PB表明选股具有较高的安全边际，波动性高说明策略选股具有较高的上涨和下跌空间，近期上涨说明股票有低位启动的迹象，整体的上涨空间高于下跌空间。 | 服务内容： | 现金购买： | 客户适当性要求： |
| |                                                                                     | 【量化选股】 | 【有一定执行力和风险承受能力的客户】 | 2、优势：强大算力，AI通过近一年历史规律选股，避免情绪影响； | | 1、选股类产品，每个交易日9:15左右，精选5只个股机会 | 799元/季度 | 稳健型、积极型、激进型，且投资品种包含权益类客户 |
| |                                                                                     | |                                      | 3、季度迭代学习，每个季度根据当下市场调整风格，行情多面手。 | | 2、每年、每季度、每月、每周的选股报告统计 | 1299元/半年 | |
| 筹码掘金要素表——选股+择时利器（相关数据更新至2022.5.1） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 11 | 服务接收方式 | 短信+推送+微信服务号通知，或首页【AI选股】-【筹码掘金】进入产品内部查看 |

| 筹码掘金要素表——选股+择时利器（相关数据更新至2022.5.1） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 12 | 主要收费标准 | 前端收费： |
| |              | | 季度：588元 |
| |              | | 半年：1088元 |
| |              | | 年度：1888元 |

| 筹码掘金要素表——选股+择时利器（相关数据更新至2022.5.1） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 13 | 产品上线时间 | 2022-05-01 00:00:00 |

| 筹码掘金要素表——选股+择时利器（相关数据更新至2022.5.1） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 14 | 风险等级 | 中等风险，稳健型、积极型、激进型的投资者可订阅。 |

| 筹码掘金要素表——选股+择时利器（相关数据更新至2022.5.1） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 15 | 销售客户适当性要求 | 风险承受能力为中等及以上 |

| 筹码掘金要素表——选股+择时利器（相关数据更新至2022.5.1） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 16 | 服务范围 | 上证、深证市场股票。不含ST、创业板、科创板及北交所股票 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| 主板股票 | 收费，每笔买卖交易额外收8.8元 | 有 | 主板股票 | 收费，每笔买卖交易额外收8.8元 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 客户适当性要求 |
| |                               | |              | |                       | |                       | 稳健型、积极型、激进型，且投资品种包含权益类容户 |
| |                               | |              | |                       | |                       | 注意事项: |
| |                               | |              | |                       | |                       | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |
| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 12 | 服务接收方式 | 短信、APP推送、微信服务号推送 |

| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 13 | 产品收费方式 | 点金投子产品，签约后每笔主板股票交易，额外收8.8元。当交易创业板、科创板、可转债、ETF、LOF场内基金时，点金投不收费。 |

| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 14 | 风险等级 | 中等风险，稳健型、积极型、激进型的投资者可订阅。 |

| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 15 | 销售客户适当性要求 | 风险承受能力为中风险及以上，投资品种包含权益类 |

| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 16 | 账户要求 | 中信建投证券资金账户 |

| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 17 | 投资范围 | ETF、LOF |

| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 18 | 付费方式 | 资金账户可用资金 |
| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |
|-|-|-|-|-|-|-|-|-|
| |                                                                                                                                                                            | 【资金强度】 | 【爱好资筹码分析】 | 3、自选股自动监测:自选股池内个股出现主力进出场信号，自动捕捉并提示客户。 | | 2、登录资金账号后，个股K线图可查看主力密码信号提示3自选股自动监测 | 488元/半年 | 注意事项: |
| |                                                                                                                                                                            | | 【1-10万客户】 | | | 服务方式: | 899元/年度 | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |
| level2黄金版产品要素表——主力资金实时监控（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | !!! | 创收&提成 | 员工销售level2黄金版，计入60%业绩创收，提成为创收的50%。例：level2黄金版年度价格为1598元，创收为959元，业绩提成为479元。 |
| |              | 严禁向客户发送 | |

| level2黄金版产品要素表——主力资金实时监控（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
